UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,month,text,label
30742,75694,Where the Social Media are.,02-04-2020,"As a result of the #Coronavirus pandemic, consumer behavior has changed drastically. Here's how different industries are adapting to their new reality. https://t.co/s08PKm0jfq #stayathome #homeoffice",Neutral,2,"As a result of the Coronavirus pandemic, consumer behavior has changed drastically. Here's how different industries are adapting to their new reality. url stayathome homeoffice",1
30745,75697,London/Global,02-04-2020,"These 7 innovations point to where online shopping trends are heading, during the #coronavirus crisis and beyond. https://t.co/RdP1QOTHOq",Extremely Negative,2,"These 7 innovations point to where online shopping trends are heading, during the coronavirus crisis and beyond. url",0
30746,75698,Worldwide,02-04-2020,Keep up to date with our to find out about Program we are looking for in to submit an EOI also 19 telehealth MBS items There s also new on amp a consumer representative opportunity at,Positive,2,Keep up to date with our to find out about Program we are looking for in to submit an EOI also 19 telehealth MBS items There s also new on amp a consumer representative opportunity at,2
30748,75700,"Virginia, USA",02-04-2020,Uncertainty due to the #pandemic drives consumer behavioral changes. How will businesses adapt. #COVID19Pandemic  #coronavirus https://t.co/zwvLTiFnXy,Negative,2,Uncertainty due to the pandemic drives consumer behavioral changes. How will businesses adapt. COVID19Pandemic  coronavirus url,0
30750,75702,"Chicago, IL USA",02-04-2020,Americans are panic buying food for their #pets. #COVID19 #coronavirus https://t.co/J2kZNtV4PL,Negative,2,Americans are panic buying food for their pets. COVID19 coronavirus url,0
30752,75704,SF Bay Area,02-04-2020,"?Hmmm....

Airline prices have jumped back up to prices that are what they charged pre #coronavirus.

Just sayin.?",Negative,2,"?Hmmm....

Airline prices have jumped back up to prices that are what they charged pre coronavirus.

Just sayin.?",0
30754,75706,"Nevada, USA",02-04-2020,"They donÂt charge $450 for expediting packages on Christmas Eve! Consumer Beware-gouging is alive and well!!?
#coronavirus #masks #pricegouging #COVID-10 https://t.co/R1ycikBMOA",Positive,2,"They donÂt charge $450 for expediting packages on Christmas Eve! Consumer Beware-gouging is alive and well!!?
coronavirus masks pricegouging COVID-10 url",2
30755,75707,Auckland,02-04-2020,TAANZ CEO Andrew Olsen comes out swinging over comments made by Consumer NZ on Radio New Zealand @TAANZ_crew @TRAVELinc Memo #travelagents #airlines #coronavirus https://t.co/DE9FCzz7Z8,Neutral,2,TAANZ CEO Andrew Olsen comes out swinging over comments made by Consumer NZ on Radio New Zealand   Memo travelagents airlines coronavirus url,1
30760,75712,"London, England",02-04-2020,"Full Circle Research Reveals Increased Consumer Anxiety Over COVID-19 &amp; Impact Over Events Sector w/ A Delayed Return To Attendance After #Coronavirus | @SponsorEye 
https://t.co/vA44996X3f",Negative,2,"Full Circle Research Reveals Increased Consumer Anxiety Over COVID-19 &amp; Impact Over Events Sector w/ A Delayed Return To Attendance After Coronavirus |  
url",0
30723,75675,St. Louis,02-04-2020,About that map... https://t.co/Dnp0XEf9li,Neutral,2,About that map... url,1
30762,75714,UK,02-04-2020,Lockdown Britain sees further deterioration of consumer confidence https://t.co/tgsqXcCh1p #retail #coronavirus,Positive,2,Lockdown Britain sees further deterioration of consumer confidence url retail coronavirus,2
30721,75673,"N. Virginia / Washington, DC",02-04-2020,Major Consumer Protections Announced in Response to #COVID?19 #coronavirus #mortgage #RENTRELIEF #CAREAct https://t.co/bc5B2gqP27,Neutral,2,Major Consumer Protections Announced in Response to COVID?19 coronavirus mortgage RENTRELIEF CAREAct url,1
30708,75660,"Port Moresby, PNG",02-04-2020,#Coronavirus: #Oil prices could turn negative as storage nears capacity https://t.co/vUGkX5xYc5,Negative,2,Coronavirus: Oil prices could turn negative as storage nears capacity url,0
30651,75603,North Wales,02-04-2020,"National Express will suspend all services after this weekend 
#nationalexpress #coronavirus 
https://t.co/U9RLDXTXrU",Negative,2,"National Express will suspend all services after this weekend 
nationalexpress coronavirus 
url",0
30653,75605,"London, England",02-04-2020,FCA orders consumer lenders to allow payment breaks for borrowers #coronavirus #FCA #paymentbreaks https://t.co/FiUVra6xUI,Positive,2,FCA orders consumer lenders to allow payment breaks for borrowers coronavirus FCA paymentbreaks url,2
30658,75610,New York City,02-04-2020,"Goldman Sachs has a new tracker designed to capture economic activity in virus-sensitive sectors https://t.co/3ZkLDnguIC

Gulp: https://t.co/HHgf7b2g6S",Neutral,2,"Goldman Sachs has a new tracker designed to capture economic activity in virus-sensitive sectors url

Gulp: url",1
30661,75613,"Birmingham, England",02-04-2020,"@berniespofforth Mass testing wouldn't have worked, even the Germans are coming to that conclusion now https://t.co/EJ947XyLrr",Neutral,2,"Mass testing wouldn't have worked, even the Germans are coming to that conclusion now url",1
30664,75616,"London, England",02-04-2020,"Another national clap tonight for carers, supermarket workers &amp; teachers #coronavirus #COVID?19",Neutral,2,"Another national clap tonight for carers, supermarket workers &amp; teachers coronavirus COVID?19",1
30666,75618,Pennines,02-04-2020,Stand up for the British Pub It s a survivor,Positive,2,Stand up for the British Pub It s a survivor,2
30672,75624,"New York, NY",02-04-2020,'A Perfect Storm': U.S. Facing Hunger Crisis as Demand for Food Banks Soars https://t.co/wpA6p2XLU7 @theguardian #coronavirus #COVID19 #foodinsecurity,Negative,2,'A Perfect Storm': U.S. Facing Hunger Crisis as Demand for Food Banks Soars url  coronavirus COVID19 foodinsecurity,0
30674,75626,South Africa,02-04-2020,"To start placing picups visit &gt; https://t.co/2sI2qm8suE or download our Android mobile app &gt; https://t.co/AChVumA2Gy

#PicupSA #DeliverySimplified #NationalLockdown #COVID_19",Positive,2,"To start placing picups visit &gt; url or download our Android mobile app &gt; url

PicupSA DeliverySimplified NationalLockdown COVID_19",2
30678,75630,"Mumbai, India",02-04-2020,"Oil prices shoot 35% after Trump intervenes between Russia and Saudi. Currently at 28$
#coronavirus #Oil",Negative,2,"Oil prices shoot 35% after Trump intervenes between Russia and Saudi. Currently at 28$
coronavirus Oil",0
30685,75637,"Doha, Qatar",02-04-2020,"Ministry announces fixing the maximum prices for selling vegetables, fruits and seafoods #qatar #qatarnews #doha #coronavirus #COVID19 

https://t.co/YjKYghVDZJ",Neutral,2,"Ministry announces fixing the maximum prices for selling vegetables, fruits and seafoods qatar qatarnews doha coronavirus COVID19 

url",1
30690,75642,Virtual,02-04-2020,What are the top three things that will make online shopping more difficult during the COVID-19 outbreak? Download our report to find out: https://t.co/VQQSUXREPi https://t.co/MHN97ImjbM,Negative,2,What are the top three things that will make online shopping more difficult during the COVID-19 outbreak? Download our report to find out: url url,0
30691,75643,@McKinsey Passion: @Wikimedia ,02-04-2020,At the heart of a crisis: How consumer-health companies can lead in the time of #coronavirus https://t.co/Qb3hDmkK8J via @McKinsey,Extremely Negative,2,At the heart of a crisis: How consumer-health companies can lead in the time of coronavirus url via,0
30698,75650,"Washington, DC",02-04-2020,Streamlining in-store checkout technology is one way the retailer is responding to consumer concern during the COVID-19 pandemic.  https://t.co/flliVAeRVS,Neutral,2,Streamlining in-store checkout technology is one way the retailer is responding to consumer concern during the COVID-19 pandemic.  url,1
30699,75651,Around the world,02-04-2020,"World food prices fall sharply in March because of coronavirus, oil slump: U.N https://t.co/q0GhIXywka https://t.co/GH72bjUhKh",Neutral,2,"World food prices fall sharply in March because of coronavirus, oil slump: U.N url url",1
30701,75653,"Westport, CT & NYC",02-04-2020,"New you can use from the FTC: ""While youÂre at home, spot the scams"" https://t.co/UvLZ9lOO0v #FTC #scams #coronavirus",Negative,2,"New you can use from the FTC: ""While youÂre at home, spot the scams"" url FTC scams coronavirus",0
30703,75655,D.C.,02-04-2020,These gas prices are great #covidgas #covidprices #COVID?19 #sunoco #coronavirus https://t.co/9a4l2TdYPY,Extremely Positive,2,These gas prices are great covidgas covidprices COVID?19 sunoco coronavirus url,2
30707,75659,Ceann Tuirc,02-04-2020,"What has been missing from your supermarket shelf since #COVID?19 begun ?

#coronavirus https://t.co/1pol6q81hN",Negative,2,"What has been missing from your supermarket shelf since COVID?19 begun ?

coronavirus url",0
30772,75724,Hyderabad,02-04-2020,"Coronavirus fallout: World food prices, oil fell sharply in March, says UN #Coronavirus #FoodandAgricultureOrganization #Covid19 https://t.co/pVSgqSCL2I",Neutral,2,"Coronavirus fallout: World food prices, oil fell sharply in March, says UN Coronavirus FoodandAgricultureOrganization Covid19 url",1
30832,75784,South Carolina,02-04-2020,"Quarantine needs to end ASAP. Not only because I want to get out of my house, but IÂm not working and doing all the online shopping i possibly can ????? #coronavirus #QuarantineLife",Neutral,2,"Quarantine needs to end ASAP. Not only because I want to get out of my house, but IÂm not working and doing all the online shopping i possibly can ????? coronavirus QuarantineLife",1
